id,common_name,scientific_name,image,light,water,humidity,temp,soil,fertilizer,toxicity,tips
anthurium_red_secret,Red Secret Anthurium,Anthurium ‘Red Secret’,images/plants/anthurium_red_secret.jpg,"Medium to bright indirect.","Water when top 2–3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Well-draining indoor mix.","Feed every 4–6 weeks.","Toxic if ingested.","Metallic red rippled foliage; common in garden centers."
anthurium_scherzerianum,Scherzer's Anthurium,Anthurium scherzerianum,images/plants/anthurium_scherzerianum.jpg,"Bright indirect light.","Keep soil lightly moist.","Prefers 60–75% humidity.","Ideal 18–26°C.","Orchid-like potting mix.","Feed monthly.","Toxic if ingested.","Curled orange spadix; classic blooming Anthurium species."
anthurium_scherzerianum_variegata,Variegated Scherzer Anthurium,Anthurium scherzerianum variegata,images/plants/anthurium_scherzerianum_variegata.jpg,"Bright indirect.","Keep soil slightly moist.","Prefers 65–80% humidity.","Ideal 18–26°C.","Airy mix.","Feed lightly monthly.","Toxic if ingested.","Rare variegated form with mottled leaves."
anthurium_superbum_red,Red-Back Superbum,Anthurium superbum (red form),images/plants/anthurium_superbum_red.jpg,"Bright indirect.","Water when top 3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Chunky soil.","Feed monthly.","Toxic if ingested.","Bird’s-nest type with purple underside; easy-going."
anthurium_pterodactyl,Anthurium ‘Pterodactyl’,Anthurium hybrid,images/plants/anthurium_pterodactyl.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 65–80% humidity.","Ideal 18–26°C.","Aroid mix.","Feed lightly.","Toxic if ingested.","Deeply lobed hybrid with dramatic reptile-like leaves."
anthurium_fingers,Anthurium Fingers,Anthurium pedatoradiatum,images/plants/anthurium_fingers.jpg,"Bright to medium indirect light.","Water when top 3 cm are dry.","Prefers 50–70% humidity.","Ideal 18–29°C.","Well-draining mix.","Feed every month.","Toxic if ingested.","Palm-like deeply cut leaves; very easy and fast growing."
anthurium_pedatoradiatum,Anthurium Pedatoradiatum,Anthurium pedatoradiatum,images/plants/anthurium_pedatoradiatum.jpg,"Medium to bright indirect.","Water when top 3 cm dry.","Prefers 55–70% humidity.","Ideal 18–27°C.","Rich aroid mix.","Feed monthly.","Toxic if ingested.","Known as “Fingers Anthurium”; a great beginner species."
anthurium_angustialatum,Anthurium Angustialatum,Anthurium angustialatum,images/plants/anthurium_angustialatum.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 60–80% humidity.","Ideal 18–25°C.","Chunky aroid mix.","Feed lightly.","Toxic if ingested.","Narrow-leaf species with a fast climbing habit."
anthurium_cordatumsilver,Anthurium Silver Cordatum,Anthurium cordatum (silver form),images/plants/anthurium_cordatum_silver.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 60–80% humidity.","Ideal 18–26°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Silverish sheen in juvenile leaves; great climber."
anthurium_corrugatum,Anthurium Corrugatum,Anthurium corrugatum,images/plants/anthurium_corrugatum.jpg,"Bright to medium indirect.","Water when top 3 cm dry.","Prefers 60–80% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed lightly.","Toxic if ingested.","Highly textured leaves with bullation patterns."
anthurium_splendidum,Anthurium Splendidum,Anthurium splendidum,images/plants/anthurium_splendidum.jpg,"Bright indirect; no harsh sun.","Water when top 2 cm dry.","Requires 75–90% humidity.","Ideal 18–24°C.","Moist, airy moss+bark substrate.","Feed lightly monthly.","Toxic if ingested.","Rare collector species with reptile-like leaves."
anthurium_ruffneck,Anthurium ‘Ruff Neck’,Anthurium hybrid,images/plants/anthurium_ruffneck.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 60–75% humidity.","Ideal 18–27°C.","Aroid mix.","Feed every 4–6 weeks.","Toxic if ingested.","Hybrid with ruffled leaf edges; showy and easy to grow."
anthurium_psychotropicum,Anthurium Psychotropicum,Anthurium psychtropicum,images/plants/anthurium_psychotropicum.jpg,"Medium to bright indirect light.","Keep soil lightly moist.","Prefers 60–80% humidity.","Ideal 18–26°C.","Well-draining mix.","Feed monthly.","Toxic if ingested.","Large, tough leaves; resilient for indoor growth."
anthurium_san_jose,Anthurium ‘San José’,Anthurium hybrid,images/plants/anthurium_san_jose.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 60–75% humidity.","Ideal 18–27°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Popular floriculture hybrid with large glossy leaves."
anthurium_romero,Anthurium ‘Romero’,Anthurium hybrid ‘Romero’,images/plants/anthurium_romero.jpg,"Bright indirect.","Water when top 3 cm dry.","Prefers 60–80% humidity.","Ideal 18–26°C.","Airy aroid mix.","Feed monthly.","Toxic if ingested.","Hybrid with elongated velvety leaves and strong veins."
anthurium_big_red_bird,Big Red Bird Anthurium,Anthurium hybrid (bird’s nest),images/plants/anthurium_big_red_bird.jpg,"Medium to bright indirect.","Water when top 3 cm dry.","Prefers 50–70% humidity.","Ideal 18–29°C.","Well-draining mix.","Feed monthly.","Toxic if ingested.","Large bird’s-nest type with reddish tint; hardy and easy."
anthurium_black_champion,Black Champion Anthurium,Anthurium hybrid ‘Black Champion’,images/plants/anthurium_black_champion.jpg,"Bright indirect.","Water when top 3 cm dry.","Prefers 60–75% humidity.","Ideal 18–26°C.","Chunky aroid mix.","Feed lightly.","Toxic if ingested.","Dark, glossy foliage hybrid; common in specialty garden shops."
anthurium_dark_mother,Anthurium ‘Dark Mother’,Anthurium hybrid,images/plants/anthurium_dark_mother.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 65–80% humidity.","Ideal 18–26°C.","Aroid mix.","Feed every 4–6 weeks.","Toxic if ingested.","Deep velvet leaves with dramatic shape."
anthurium_silver_moon,Anthurium Silver Moon,Anthurium hybrid ‘Silver Moon’,images/plants/anthurium_silver_moon.jpg,"Bright indirect.","Keep soil lightly moist.","Prefers 60–80% humidity.","Ideal 18–26°C.","Airy aroid substrate.","Feed monthly.","Toxic if ingested.","Silver-washed hybrid; grows faster than many velvet types."
anthurium_morii,Anthurium Morii,Anthurium morii,images/plants/anthurium_morii.jpg,"Medium to bright indirect.","Water when top 3 cm dry.","Prefers 60–75% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed lightly.","Toxic if ingested.","Tall, elongated leaves; robust and upright."
anthurium_propinquum,Anthurium Propinquum,Anthurium propinquum,images/plants/anthurium_propinquum.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 60–75% humidity.","Ideal 18–26°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Narrow, spear-shaped leaves; relatively easy species."
anthurium_argyrostachyum,Anthurium Argyrostachyum,Anthurium argyrostachyum,images/plants/anthurium_argyrostachyum.jpg,"Bright indirect.","Water when top 2 cm dry.","Prefers 65–80% humidity.","Ideal 18–25°C.","Moist airy mix.","Feed lightly.","Toxic if ingested.","Velvety leaves with silver sheen; collector favorite."
anthurium_umbrosum,Anthurium Umbrosum,Anthurium umbrosum,images/plants/anthurium_umbrosum.jpg,"Medium-bright indirect.","Water when top 3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Standard aroid mix.","Feed monthly.","Toxic if ingested.","Easy-care strap-leaf species."
anthurium_villosum,Anthurium Villosum,Anthurium villosum,images/plants/anthurium_villosum.jpg,"Bright indirect.","Water when slightly dry on top.","Prefers 70–85% humidity.","Ideal 18–25°C.","Airy moss/bark mix.","Feed lightly.","Toxic if ingested.","Velvety leaves with hairy petioles; needs humidity."
anthurium_belloi,Anthurium Belloi,Anthurium belloi,images/plants/anthurium_belloi.jpg,"Medium-bright indirect.","Water when top 3 cm dry.","Prefers 60–75% humidity.","Ideal 18–27°C.","Chunky potting mix.","Feed monthly.","Toxic if ingested.","Unique deeply lobed leaves; rare but not difficult."
anthurium_pectinatum,Anthurium Pectinatum,Anthurium pectinatum,images/plants/anthurium_pectinatum.jpg,"Bright indirect.","Water when top 3 cm dry.","Prefers 60–75% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed every 4–6 weeks.","Toxic if ingested.","Deeply serrated leaves; thrives when climbing."
anthurium_bullatus,Anthurium Bullatus,Anthurium bullatus,images/plants/anthurium_bullatus.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 65–80% humidity.","Ideal 18–25°C.","Airy substrate.","Feed lightly.","Toxic if ingested.","Bumpy, bullate leaves; fast climber with humidity."
anthurium_peruvianum,Anthurium Peruvianum,Anthurium peruvianum,images/plants/anthurium_peruvianum.jpg,"Medium to bright indirect.","Water when top 3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Rich aroid mix.","Feed monthly.","Toxic if ingested.","Glossy large leaves; very hardy."
anthurium_sagittatum,Anthurium Sagittatum,Anthurium sagittatum,images/plants/anthurium_sagittatum.jpg,"Bright indirect.","Water when top 3 cm dry.","Prefers 60–75% humidity.","Ideal 18–27°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Arrow-shaped, deeply lobed leaves; moderate difficulty."
anthurium_bespectaculatum,Anthurium Bespectaculatum,Anthurium bespectaculatum,images/plants/anthurium_bespectaculatum.jpg,"Bright indirect.","Water when top 2–3 cm dry.","Prefers 70–85% humidity.","Ideal 18–25°C.","Airy moss/bark soil.","Feed lightly.","Toxic if ingested.","Velvet species with heavy veining; thrives in cabinets."
anthurium_cobra,Anthurium ‘Cobra’,Anthurium hybrid ‘Cobra’,images/plants/anthurium_cobra.jpg,"Medium-bright indirect.","Water when top 3 cm dry.","Prefers 55–70% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed monthly.","Toxic if ingested.","Unique twisted leaf shapes; easy-care hybrid."
anthurium_cuprinum,Anthurium Cuprinum,Anthurium cuprinum,images/plants/anthurium_cuprinum.jpg,"Bright indirect.","Keep soil lightly moist.","Prefers 60–80% humidity.","Ideal 18–26°C.","Rich chunky substrate.","Feed monthly.","Toxic if ingested.","Huge pleated leaves; prefers warmth and consistency."
anthurium_rigidifolium,Anthurium Rigidifolium,Anthurium rigidifolium,images/plants/anthurium_rigidifolium.jpg,"Medium-bright indirect.","Water when top 3 cm dry.","Prefers 60–70% humidity.","Ideal 18–27°C.","Well-draining mix.","Feed lightly.","Toxic if ingested.","Stiff, narrow leaves; resilient and beginner-friendly."
anthurium_gracile,Anthurium Gracile,Anthurium gracile,images/plants/anthurium_gracile.jpg,"Medium indirect.","Water when top 3 cm dry.","Prefers 50–70% humidity.","Ideal 18–27°C.","Standard potting soil.","Feed monthly.","Toxic if ingested.","Small-leaf species ideal for terrariums."
anthurium_boninense,Anthurium Boninense,Anthurium boninense,images/plants/anthurium_boninense.jpg,"Bright indirect.","Water when top 3 cm dry.","Prefers 60–75% humidity.","Ideal 18–26°C.","Aroid mix.","Feed monthly.","Toxic if ingested.","Long spear-like leaves; tolerant and easy-care."
nephrolepis_exaltata, Boston Fern (Common), Nephrolepis exaltata, images/plants/nephrolepis_exaltata.jpg,"Bright, indirect light.","Keep soil evenly moist; never allow full dry-out.","Prefers 60–80% humidity.","Ideal 16–24°C.","Rich, moisture-retentive but well-draining mix.","Feed lightly every 4–6 weeks.","Non-toxic.","Classic indoor fern with arching fronds; benefits from humidity trays."
nephrolepis_bostoniensis, Boston Fern, Nephrolepis exaltata 'Bostoniensis', images/plants/nephrolepis_bostoniensis.jpg,"Bright indirect.","Keep evenly moist.","60–80% humidity.","16–24°C.","Moist, airy soil.","Feed every 4 weeks.","Non-toxic.","Traditional cultivar with long feathery fronds."
nephrolepis_bostoniensis_compacta, Compact Boston Fern, Nephrolepis exaltata 'Compacta', images/plants/nephrolepis_compacta.jpg,"Bright indirect.","Water when top 1–2 cm dry.","60–80% humidity.","16–24°C.","Moist, loose mix.","Light feeding monthly.","Non-toxic.","Compact, tidy fronds ideal for small spaces."
nephrolepis_kimberly_queen, Kimberly Queen Fern, Nephrolepis obliterata, images/plants/nephrolepis_kimberly_queen.jpg,"Bright indirect to medium.","Even moisture; tolerates less humidity than Boston type.","40–60% humidity.","16–27°C.","Standard potting mix.","Feed every 4–6 weeks.","Non-toxic.","Upright, tidy fronds; excellent beginner fern."
nephrolepis_fluffy_ruffles, Fluffy Ruffles Fern, Nephrolepis exaltata 'Fluffy Ruffles', images/plants/nephrolepis_fluffy_ruffles.jpg,"Bright indirect.","Lightly moist soil.","60–80% humidity.","16–24°C.","Moist, airy soil.","Feed every 4 weeks.","Non-toxic.","Dense, frilly fronds; humidity-loving."
nephrolepis_green_lady, Green Lady Fern, Nephrolepis exaltata 'Green Lady', images/plants/nephrolepis_green_lady.jpg,"Medium–bright indirect.","Moist soil without sogginess.","60–80% humidity.","16–24°C.","Fern mix.","Feed monthly.","Non-toxic.","Graceful airy fronds; common in nurseries."
nephrolepis_emina, Emina Boston Fern, Nephrolepis exaltata 'Emina', images/plants/nephrolepis_emina.jpg,"Bright indirect light.","Keep soil moist.","60–80% humidity.","16–24°C.","Moist organic soil.","Feed every 4–6 weeks.","Non-toxic.","“Curly” Boston fern with upright ruffled fronds."
adiantum_raddianum, Maidenhair Fern, Adiantum raddianum, images/plants/adiantum_raddianum.jpg,"Bright indirect—no direct sun.","Keep evenly moist; never allow to dry.","70–85% humidity.","18–24°C.","Moist, fine peat/coco + perlite.","Feed lightly every 4 weeks.","Non-toxic.","Delicate leaves; very sensitive to dry air and underwatering."
adiantum_framingham, Framingham Maidenhair, Adiantum raddianum 'Framingham', images/plants/adiantum_framingham.jpg,"Bright indirect.","Keep lightly moist.","70–85% humidity.","18–24°C.","Fine moist mix.","Feed monthly.","Non-toxic.","Cultivar with slightly broader leaflets."
adiantum_micropinnatum, Micropinnate Maidenhair, Adiantum micropinnatum, images/plants/adiantum_micropinnatum.jpg,"Bright to medium indirect.","Moist soil; dislikes drying.","70–85% humidity.","18–24°C.","Moist fern mix.","Light feeding monthly.","Non-toxic.","Compact maidenhair perfect for terrariums."
adiantum_peruvianum, Silver-Dollar Maidenhair, Adiantum peruvianum, images/plants/adiantum_peruvianum.jpg,"Medium indirect.","Moist soil.","70–85% humidity.","18–24°C.","Moist mix.","Feed lightly.","Non-toxic.","Larger leaflets shaped like tiny silver dollars."
adiantum_venus_hair, Venus Hair Fern, Adiantum capillus-veneris, images/plants/adiantum_capillus.jpg,"Medium–bright indirect.","Even moisture essential.","70–85% humidity.","18–24°C.","Moist peat + perlite.","Feed lightly.","Non-toxic.","More tolerant maidenhair compared to tropical types."
asplenium_nidus, Bird’s Nest Fern, Asplenium nidus, images/plants/asplenium_nidus.jpg,"Medium to bright indirect.","Water when top 2 cm dry; avoid crown.","60–80% humidity.","18–27°C.","Rich, airy organic mix.","Feed lightly monthly.","Non-toxic.","Large upright rosette; easy indoor fern."
asplenium_nidus_victoria, Curling Bird’s Nest Fern, Asplenium nidus 'Victoria', images/plants/asplenium_victoria.jpg,"Bright indirect.","Moist soil; avoid wet crown.","60–80% humidity.","18–27°C.","Aroid-like mix.","Feed monthly.","Non-toxic.","Rippled edges; very popular in stores."
asplenium_nidus_crispy_wave, Crispy Wave Fern, Asplenium nidus 'Crispy Wave', images/plants/asplenium_crispy_wave.jpg,"Medium–bright indirect.","Moist soil.","50–70% humidity.","18–27°C.","Moist organic mix.","Feed every 4–6 weeks.","Non-toxic.","Thick, wavy fronds; hardy beginner fern."
asplenium_antiquum, Japanese Bird’s Nest, Asplenium antiquum, images/plants/asplenium_antiquum.jpg,"Bright indirect.","Moist but not soggy.","55–75% humidity.","18–27°C.","Rich fern mix.","Feed monthly.","Non-toxic.","Narrower, stiffer fronds than A. nidus."
asplenium_antiquum_osaka, Osaka Fern, Asplenium antiquum 'Osaka', images/plants/asplenium_osaka.jpg,"Medium–bright indirect.","Even moisture.","55–75% humidity.","18–27°C.","Moist mix.","Feed lightly.","Non-toxic.","Tightly rippled edges; compact habit."
asplenium_bulbiferum, Mother Fern, Asplenium bulbiferum, images/plants/asplenium_bulbiferum.jpg,"Medium indirect.","Keep evenly moist.","65–80% humidity.","16–24°C.","Moist fern soil.","Feed monthly.","Non-toxic.","Produces baby plantlets on fronds."
davallia_fejeensis, Rabbit’s Foot Fern, Davallia fejeensis, images/plants/davallia_fejeensis.jpg,"Medium–bright indirect.","Allow top 2 cm to dry slightly.","50–70% humidity.","16–24°C.","Well-draining, airy mix.","Feed lightly monthly.","Non-toxic.","Fuzzy rhizomes; prefers shallow pots and airflow."
davallia_tyermannii, White Rabbit's Foot, Davallia tyermannii, images/plants/davallia_tyermannii.jpg,"Medium indirect.","Lightly moist soil.","50–70% humidity.","16–24°C.","Airy mix.","Feed monthly.","Non-toxic.","Silver-hued rhizomes; decorative and easy."
davallia_bullata, Squirrel’s Foot Fern, Davallia bullata, images/plants/davallia_bullata.jpg,"Medium light.","Water when top 2 cm dry.","50–70% humidity.","18–24°C.","Loose mix.","Feed every 4–6 weeks.","Non-toxic.","Compact fronds; good for terrariums."
microsorum_musifolium, Crocodile Fern, Microsorum musifolium, images/plants/microsorum_musifolium.jpg,"Bright–medium indirect.","Keep lightly moist.","50–70% humidity.","18–27°C.","Moist, airy fern mix.","Feed monthly.","Non-toxic.","Distinctive crocodile-skin textured leaves."
microsorum_pustulatum, Kangaroo Fern, Microsorum pustulatum, images/plants/microsorum_pustulatum.jpg,"Medium indirect.","Water when top 1–2 cm dry.","50–70% humidity.","18–27°C.","Chunky mix.","Feed lightly.","Non-toxic.","Tough, leathery fronds; easy-care epiphyte."
microsorum_thailandicum, Blue Moon Fern, Microsorum thailandicum, images/plants/microsorum_thailandicum.jpg,"Bright indirect; avoid direct sun.","Moist soil; do not let fully dry.","70–85% humidity.","18–24°C.","Moss-rich mix.","Feed lightly.","Non-toxic.","Iridescent blue sheen; needs humidity."
phlebodium_aureum, Blue Star Fern, Phlebodium aureum, images/plants/phlebodium_aureum.jpg,"Medium–bright indirect light.","Water when top 2 cm dry.","50–70% humidity.","16–24°C.","Airy, coarse fern mix.","Feed every 4–6 weeks.","Non-toxic.","Blue-toned fronds; forgiving and drought-tolerant."
phlebodium_aureum_mandaianum, Blue Hare Fern, Phlebodium aureum 'Mandaianum',images/plants/phlebodium_mandaianum.jpg,"Medium indirect.","Moist but not soggy.","50–70% humidity.","16–24°C.","Loose mix.","Light feeding.","Non-toxic.","Larger fronds with blue-green tint."
blechnum_gibbum, Silver Lady Fern, Blechnum gibbum, images/plants/blechnum_gibbum.jpg,"Bright indirect.","Keep soil evenly moist.","60–80% humidity.","18–27°C.","Moist, acidic mix.","Feed lightly monthly.","Non-toxic.","Palm-like miniature tree fern."
blechnum_occidentale, Dwarf Tree Fern, Blechnum occidentale, images/plants/blechnum_occidentale.jpg,"Medium indirect.","Moist soil.","60–80% humidity.","18–25°C.","Moist peat-rich soil.","Feed every 4 weeks.","Non-toxic.","Compact tree-fern growth for terrariums."
cyathea_cooperi, Australian Tree Fern, Cyathea cooperi, images/plants/cyathea_cooperi.jpg,"Bright indirect.","Keep evenly moist.","60–80% humidity.","18–27°C.","Moist, rich soil.","Feed monthly.","Non-toxic.","Large fronds; best for big indoor spaces."
cyathea_brownii, Norfolk Tree Fern, Cyathea brownii, images/plants/cyathea_brownii.jpg,"Bright indirect.","Consistent moisture.","60–80% humidity.","18–26°C.","Moist mix.","Feed lightly monthly.","Non-toxic.","Gigantic fern for large interiors."
doodia_media, Doodia Fern, Doodia media, images/plants/doodia_media.jpg,"Medium indirect.","Keep lightly moist.","50–70% humidity.","18–24°C.","Slightly acidic mix.","Feed every 4–6 weeks.","Non-toxic.","Red-tinged new fronds; compact."
heart_ferns_hemionitis_arifolia, Heart Fern, Hemionitis arifolia, images/plants/hemionitis_arifolia.jpg,"Low–medium indirect.","Moist soil.","70–85% humidity.","18–24°C.","Fine, moist mix.","Feed lightly.","Non-toxic.","Small terrarium-friendly heart-shaped leaves."
pellaea_rotundifolia, Button Fern, Pellaea rotundifolia, images/plants/pellaea_rotundifolia.jpg,"Medium indirect light.","Allow top 2–3 cm to dry slightly.","40–60% humidity.","16–24°C.","Well-draining soil.","Feed sparingly.","Non-toxic.","Tolerates drier conditions than most ferns."
pellaea_falcata, Sickle Fern, Pellaea falcata, images/plants/pellaea_falcata.jpg,"Medium light.","Allow slight drying.","40–60% humidity.","16–24°C.","Well-draining mix.","Feed lightly.","Non-toxic.","Reliable and hardy fern with arching fronds."
polypodium_aureum, Golden Polypody, Polypodium aureum, images/plants/polypodium_aureum.jpg,"Medium–bright indirect.","Water when top 2–3 cm dry.","50–70% humidity.","18–27°C.","Airy mix.","Feed monthly.","Non-toxic.","Blue-green fronds; very tolerant indoors."
polypodium_scouleri, Leather Fern, Polypodium scouleri, images/plants/polypodium_scouleri.jpg,"Medium indirect.","Moist but not soggy.","50–70% humidity.","18–24°C.","Rich mix.","Feed monthly.","Non-toxic.","Thick fronds; great for baskets."
polystichum_polyblepharum, Japanese Tassel Fern, Polystichum polyblepharum, images/plants/polystichum_polyblepharum.jpg,"Medium indirect.","Moist soil.","50–70% humidity.","10–24°C.","Moist, rich soil.","Feed every 4–6 weeks.","Non-toxic.","Glossy fronds; indoor/outdoor flexible."
polystichum_setiferum, Soft Shield Fern, Polystichum setiferum, images/plants/polystichum_setiferum.jpg,"Medium indirect.","Even moisture.","50–70% humidity.","10–24°C.","Rich mix.","Feed monthly.","Non-toxic.","Feathery fronds; hardy indoor fern."
cyrtomium_falcatum, Japanese Holly Fern, Cyrtomium falcatum, images/plants/cyrtomium_falcatum.jpg,"Medium indirect to shade.","Water when top 2–3 cm dry.","40–60% humidity.","16–24°C.","Well-draining soil.","Feed monthly.","Non-toxic.","Shiny holly-shaped fronds; durable indoors."
cyrtomium_fortunei, Fortune’s Holly Fern, Cyrtomium fortunei, images/plants/cyrtomium_fortunei.jpg,"Medium indirect.","Moderate watering.","40–60% humidity.","16–24°C.","Loose mix.","Feed monthly.","Non-toxic.","More delicate than C. falcatum but equally hardy."
platycerium_bifurcatum, Staghorn Fern, Platycerium bifurcatum, images/plants/platycerium_bifurcatum.jpg,"Bright indirect; tolerates some morning sun.","Allow medium drying between waterings.","50–70% humidity.","18–27°C.","Mounted or loose epiphyte mix.","Feed every 4–6 weeks.","Non-toxic.","Best mounted; avoid overwatering central shield."
platycerium_hillii, Hillii Staghorn, Platycerium hillii, images/plants/platycerium_hillii.jpg,"Bright indirect.","Mist regularly.","50–70% humidity.","18–27°C.","Epiphyte mix.","Feed lightly.","Non-toxic.","More divided antler-like fronds."
platycerium_supertgrow, Super Staghorn, Platycerium superbum, images/plants/platycerium_superbum.jpg,"Bright indirect.","Let dry slightly between waterings.","60–80% humidity.","18–27°C.","Mount with sphagnum.","Feed monthly.","Non-toxic.","Large shield fronds; dramatic center rosette."
platycerium_wandae, Wandae Staghorn Fern, Platycerium wandae, images/plants/platycerium_wandae.jpg,"Bright indirect.","Moist but not wet.","60–80% humidity.","18–26°C.","Mounted with moss.","Feed lightly.","Non-toxic.","One of the largest staghorns; impressive indoor specimen."
asplenium_oblongifolium, Shiny Bird’s Nest Fern, Asplenium oblongifolium, images/plants/asplenium_oblong.jpg,"Bright indirect.","Moist soil.","55–75% humidity.","18–27°C.","Rich mix.","Feed every 4–6 weeks.","Non-toxic.","Rounded, glossy fronds."
dryopteris_ludoviciana, Southern Wood Fern, Dryopteris ludoviciana, images/plants/dryopteris_lud.jpg,"Medium light.","Moderate moisture.","50–70% humidity.","16–24°C.","Moist organic mix.","Feed monthly.","Non-toxic.","Tall, glossy fronds that hold shape indoors."
dryopteris_erythrosora, Autumn Fern, Dryopteris erythrosora, images/plants/dryopteris_autumn.jpg,"Medium indirect.","Even moisture.","50–70% humidity.","16–24°C.","Fern soil.","Feed every 4–6 weeks.","Non-toxic.","Copper-colored new fronds."
woodwardia_fimbriata, Giant Chain Fern, Woodwardia fimbriata, images/plants/woodwardia_fimb.jpg,"Medium–bright indirect.","Moist soil.","60–80% humidity.","18–27°C.","Moist mix.","Feed monthly.","Non-toxic.","Large, arching indoor-friendly fronds."
woodwardia_radicis, Chain Fern, Woodwardia radicans, images/plants/woodwardia_radicis.jpg,"Medium indirect.","Moist soil.","60–80% humidity.","18–24°C.","Moist mix.","Feed lightly.","Non-toxic.","Graceful chain-like frond pattern."
thelypteris_kunthii, Southern Shield Fern, Thelypteris kunthii, images/plants/thelypteris_kunthii.jpg,"Medium indirect.","Keep evenly moist.","50–70% humidity.","16–24°C.","Rich mix.","Feed every 4–6 weeks.","Non-toxic.","Feathery fronds; adaptable indoors."
austroblechnum_nigrum, Black Tree Fern, Austroblechnum nigrum, images/plants/austroblechnum_nigrum.jpg,"Medium indirect.","Moist soil.","60–80% humidity.","18–24°C.","Moist peat mix.","Feed lightly.","Non-toxic.","Dark rachis with elegant fronds."
leptopteris_superba, Super Leptopteris, Leptopteris superba, images/plants/leptopteris_superba.jpg,"Bright indirect.","Constant moisture.","70–85% humidity.","18–24°C.","Fine, moist substrate.","Feed lightly.","Non-toxic.","Filigree-like fronds; terrarium-friendly."
oleandra_neriiformis, Oleander Fern, Oleandra neriiformis, images/plants/oleandra_neriiformis.jpg,"Medium light.","Water when top 2 cm dry.","50–70% humidity.","18–27°C.","Well-draining mix.","Feed monthly.","Non-toxic.","Upright glossy fronds; easy indoor plant."
humata_tyermannii, White Rabbit Foot Fern, Humata tyermannii, images/plants/humata_tyermannii.jpg,"Medium–bright indirect.","Keep lightly moist.","50–70% humidity.","18–24°C.","Epiphytic fern mix.","Feed every 4 weeks.","Non-toxic.","Silvery rhizomes similar to Davallia."
humata_cuspidata, Humata Cuspidata, Humata cuspidata, images/plants/humata_cuspidata.jpg,"Medium light.","Moist soil.","50–70% humidity.","18–24°C.","Loose mix.","Feed monthly.","Non-toxic.","Compact fern perfect for small pots."
lomaria_discolor, Blechnum Fern, Lomaria discolor, images/plants/lomaria_discolor.jpg,"Medium indirect.","Even moisture.","50–70% humidity.","16–24°C.","Moist organic soil.","Feed lightly.","Non-toxic.","New fronds red-toned; easy-care."
pyrossia_polydactyla, Felt Fern, Pyrrosia polydactyla, images/plants/pyrrosia_polydactyla.jpg,"Bright indirect.","Allow slight drying.","50–70% humidity.","18–27°C.","Epiphyte mix.","Feed monthly.","Non-toxic.","Felted fuzzy fronds; tolerant of dryness."
pyrrosia_nummularifolia, Button Felt Fern, Pyrrosia nummularifolia, images/plants/pyrrosia_nummularifolia.jpg,"Medium–bright indirect.","Water when top 2 cm dry.","50–70% humidity.","18–27°C.","Airy epiphytic mix.","Feed every 4–6 weeks.","Non-toxic.","Round felted leaves excellent for mounting."
pyrossia_lingua, Tongue Fern, Pyrrosia lingua, images/plants/pyrrosia_lingua.jpg,"Medium indirect.","Lightly moist soil.","50–70% humidity.","18–27°C.","Epiphytic mix.","Feed lightly.","Non-toxic.","Small strap leaves; good beginner epiphyte."
lomariopsisonensis, Fishbone Fern, Lomariopsis sonensis, images/plants/lomariopsis_sonensis.jpg,"Medium light.","Keep moist.","60–80% humidity.","18–24°C.","Moist, airy mix.","Light feeding.","Non-toxic.","Tiny fern often used in terrariums."
bolbitis_heudelotii, African Water Fern, Bolbitis heudelotii, images/plants/bolbitis_heudelotii.jpg,"Medium indirect.","Keep soil moist; avoid dryness.","70–85% humidity.","20–26°C.","Moss-based mix.","Feed lightly.","Non-toxic.","Thrives in high humidity and vivariums."
bolbitis_variabilis, Bolbitis Fern, Bolbitis variabilis, images/plants/bolbitis_variabilis.jpg,"Medium light.","Moist soil.","70–85% humidity.","18–24°C.","Moist mossy mix.","Feed lightly.","Non-toxic.","Lace-like fronds; terrarium-friendly."
ptisana_salicornioides, Water Sprout Fern, Ptisana salicornioides, images/plants/ptisana_salicornioides.jpg,"Medium–bright indirect.","Even moisture.","60–80% humidity.","18–27°C.","Moist peat mix.","Feed lightly.","Non-toxic.","Segmented succulent-like fern fronds."
